Hans Zimmer%Pirates of the Caribbean: At World's End
Danny Elfman%Avengers: Age of Ultron
Brian Tyler%Avengers: Age of Ultron
Hans Zimmer%The Lone Ranger
Hans Zimmer%Man of Steel
Alan Silvestri%The Avengers
Hans Zimmer%Pirates of the Caribbean: On Stranger Tides
Marc Streitenfeld%Robin Hood
Michael Giacchino%Jurassic World
Brian Tyler%Iron Man 3
Danny Elfman%Alice in Wonderland
Steve Jablonsky%Transformers: Revenge of the Fallen
Steve Jablonsky%Transformers: Age of Extinction
Michael Giacchino%Cars 2
John Williams%Indiana Jones and the Kingdom of the Crystal Skull
Michael Giacchino%Jupiter Ascending
Rupert Gregson-Williams%The Legend of Tarzan
Christophe Beck%Edge of Tomorrow
Alan Silvestri%G.I. Joe: The Rise of Cobra
Alan Silvestri%The Polar Express
Marco Beltrami%Terminator 3: Rise of the Machines
Hans Zimmer%Inception
Shirô Sagisu%Shin Godzilla
Howard Shore%The Hobbit: An Unexpected Journey
Lorne Balfe%Terminator Genisys
David Arnold%The Chronicles of Narnia: The Voyage of the Dawn Treader
Danny Elfman%Charlie and the Chocolate Factory
James Newton Howard%The Last Airbender
Michael Giacchino%Mission: Impossible III
James Horner%Troy
Alan Silvestri%Beowulf
Glen Ballard%Beowulf
Michael Giacchino%Mission: Impossible - Ghost Protocol
Hans Zimmer%The Last Samurai
Michael Giacchino%Star Trek
Henry Jackman%G.I. Joe: Retaliation
John Powell%Happy Feet Two
John Williams%War of the Worlds
James Newton Howard%Salt
Christophe Beck%R.I.P.D.
James Newton Howard%The Hunger Games: Mockingjay - Part 1
John Powell%Rio 2
Brian Tyler%Fast Five
Christopher Young%Ghost Rider
Alan Silvestri%Stuart Little 2
Michael Giacchino%Speed Racer
Hans Zimmer%How Do You Know
John Frizzell%Dante's Peak
Heitor Pereira%The Smurfs
Trevor Jones%Around the World in 80 Days
David A. Stewart%Around the World in 80 Days
Trevor Rabin%Gone in Sixty Seconds
Brad Fiedel%True Lies
Alan Silvestri%Eraser
Alan Menken%The Hunchback of Notre Dame
John Debney%The Emperor's New Groove
Patrick Doyle%Eragon
Danny Elfman%Epic
Johannes Vogel%Hercules
James Newton Howard%Treasure Planet
John Powell%The Adventures of Pluto Nash
